1,0
2,0.048
3,0.047
4,0.05
5,0.092
6,0.142
7,0.098
8,0.267
9,0.237
10,0.257
11,0.377
12,0.479
13,0.339
14,0.666
15,0.514
16,0.603
17,0.648
18,0.814
19,0.545
20,0.909
21,0.694
22,0.741
23,0.804
24,0.916
25,0.581
26,0.96
27,0.711
28,0.706
29,0.669
30,0.772
31,0.455
32,0.704
33,0.507
34,0.404
35,0.447
36,0.452
37,0.192
38,0.36
39,0.214
40,0.154
